source	target	relation	type	attributes
INST::429062::104::104::14::заполнить	LEM::заполнить::VERB	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::104::104::14::заполнить	INST::429062::104::104::13::заново	advmod	dep	"{""type"": ""dep"", ""label"": ""advmod"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 104, \""sent_id\"": \""104\"", \""head_idx\"": 14, \""dep_idx\"": 13}""]}"
INST::429062::104::104::14::заполнить	INST::429062::104::104::15::заявление	obj	dep	"{""type"": ""dep"", ""label"": ""obj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 104, \""sent_id\"": \""104\"", \""head_idx\"": 14, \""dep_idx\"": 15}""]}"
INST::429062::104::104::14::заполнить	INST::429062::104::104::15::заявление	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 104, \""sent_id\"": \""104\"", \""i\"": 14}""]}"
LEM::заполнить::VERB	LEM::заново::ADV	advmod	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""advmod"", ""count"": 2, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""429062\"", \""row_idx\"": 104, \""sent_id\"": \""104\"", \""head_idx\"": 14, \""dep_idx\"": 13}, {\""article_id\"": \""429062\"", \""row_idx\"": 108, \""sent_id\"": \""108\"", \""head_idx\"": 2, \""dep_idx\"": 1}]""}"
LEM::заполнить::VERB	LEM::заявление::NOUN	obj	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""obj"", ""count"": 3, ""doc_freq"": 2, ""samples"": ""[{\""article_id\"": \""429062\"", \""row_idx\"": 104, \""sent_id\"": \""104\"", \""head_idx\"": 14, \""dep_idx\"": 15}, {\""article_id\"": \""429062\"", \""row_idx\"": 108, \""sent_id\"": \""108\"", \""head_idx\"": 2, \""dep_idx\"": 3}, {\""article_id\"": \""437859\"", \""row_idx\"": 141, \""sent_id\"": \""141\"", \""head_idx\"": 7, \""dep_idx\"": 8}]""}"
LEM::заполнить::VERB	LEM::заполнить::VERB	ROOT	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""ROOT"", ""count"": 4, ""doc_freq"": 2, ""samples"": ""[{\""article_id\"": \""429062\"", \""row_idx\"": 108, \""sent_id\"": \""108\"", \""head_idx\"": 2, \""dep_idx\"": 2}, {\""article_id\"": \""449347\"", \""row_idx\"": 230, \""sent_id\"": \""230\"", \""head_idx\"": 1, \""dep_idx\"": 1}, {\""article_id\"": \""449347\"", \""row_idx\"": 231, \""sent_id\"": \""231\"", \""head_idx\"": 1, \""dep_idx\"": 1}, {\""article_id\"": \""449347\"", \""row_idx\"": 234, \""sent_id\"": \""234\"", \""head_idx\"": 1, \""dep_idx\"": 1}]""}"
LEM::заполнить::VERB	LEM::причина::NOUN	obl	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""obl"", ""count"": 1, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""437859\"", \""row_idx\"": 141, \""sent_id\"": \""141\"", \""head_idx\"": 7, \""dep_idx\"": 4}]""}"
LEM::заполнить::VERB	LEM::вы::PRON	nsubj	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""nsubj"", ""count"": 1, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""437859\"", \""row_idx\"": 141, \""sent_id\"": \""141\"", \""head_idx\"": 7, \""dep_idx\"": 5}]""}"
LEM::заполнить::VERB	LEM::конец::NOUN	obl	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""obl"", ""count"": 1, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""437859\"", \""row_idx\"": 141, \""sent_id\"": \""141\"", \""head_idx\"": 7, \""dep_idx\"": 6}]""}"
LEM::заполнить::VERB	LEM::проверить::VERB	parataxis	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""parataxis"", ""count"": 3, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""449347\"", \""row_idx\"": 221, \""sent_id\"": \""221\"", \""head_idx\"": 16, \""dep_idx\"": 17}, {\""article_id\"": \""449347\"", \""row_idx\"": 230, \""sent_id\"": \""230\"", \""head_idx\"": 1, \""dep_idx\"": 2}, {\""article_id\"": \""449347\"", \""row_idx\"": 231, \""sent_id\"": \""231\"", \""head_idx\"": 1, \""dep_idx\"": 2}]""}"
LEM::заполнить::VERB	LEM::выбрать::VERB	advcl	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""advcl"", ""count"": 1, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""449347\"", \""row_idx\"": 221, \""sent_id\"": \""221\"", \""head_idx\"": 35, \""dep_idx\"": 28}]""}"
LEM::заполнить::VERB	LEM::серия::NOUN	obj	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""obj"", ""count"": 4, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""449347\"", \""row_idx\"": 221, \""sent_id\"": \""221\"", \""head_idx\"": 35, \""dep_idx\"": 36}, {\""article_id\"": \""449347\"", \""row_idx\"": 222, \""sent_id\"": \""222\"", \""head_idx\"": 35, \""dep_idx\"": 36}, {\""article_id\"": \""449347\"", \""row_idx\"": 234, \""sent_id\"": \""234\"", \""head_idx\"": 1, \""dep_idx\"": 2}, {\""article_id\"": \""449347\"", \""row_idx\"": 235, \""sent_id\"": \""235\"", \""head_idx\"": 1, \""dep_idx\"": 2}]""}"
LEM::заполнить::VERB	LEM::поле::NOUN	obj	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""obj"", ""count"": 2, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""449347\"", \""row_idx\"": 225, \""sent_id\"": \""225\"", \""head_idx\"": 6, \""dep_idx\"": 7}, {\""article_id\"": \""449347\"", \""row_idx\"": 226, \""sent_id\"": \""226\"", \""head_idx\"": 6, \""dep_idx\"": 7}]""}"
LEM::заполнить::VERB	LEM::необязательный::ADJ	conj	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""conj"", ""count"": 1, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""449347\"", \""row_idx\"": 234, \""sent_id\"": \""234\"", \""head_idx\"": 1, \""dep_idx\"": 12}]""}"
INST::429062::104::104::15::заявление	LEM::заявление::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::105::105::1::ошибка	LEM::ошибка::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::105::105::1::ошибка	INST::429062::105::105::2::повторится	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 105, \""sent_id\"": \""105\"", \""i\"": 1}""]}"
INST::429062::105::105::2::повторится	LEM::повториться::VERB	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::105::105::2::повторится	INST::429062::105::105::1::ошибка	nsubj	dep	"{""type"": ""dep"", ""label"": ""nsubj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 105, \""sent_id\"": \""105\"", \""head_idx\"": 2, \""dep_idx\"": 1}""]}"
INST::429062::105::105::2::повторится	INST::429062::105::105::3::нужно	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 105, \""sent_id\"": \""105\"", \""i\"": 2}""]}"
INST::429062::105::105::3::нужно	LEM::нужный::ADJ	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::105::105::3::нужно	INST::429062::105::105::2::повторится	advcl	dep	"{""type"": ""dep"", ""label"": ""advcl"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 105, \""sent_id\"": \""105\"", \""head_idx\"": 3, \""dep_idx\"": 2}""]}"
INST::429062::105::105::3::нужно	INST::429062::105::105::3::нужно	ROOT	dep	"{""type"": ""dep"", ""label"": ""ROOT"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 105, \""sent_id\"": \""105\"", \""head_idx\"": 3, \""dep_idx\"": 3}""]}"
INST::429062::106::106::1::очистить	LEM::очистить::VERB	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::106::106::1::очистить	INST::429062::106::106::1::очистить	ROOT	dep	"{""type"": ""dep"", ""label"": ""ROOT"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 106, \""sent_id\"": \""106\"", \""head_idx\"": 1, \""dep_idx\"": 1}""]}"
INST::429062::106::106::1::очистить	INST::429062::106::106::2::файлы	obj	dep	"{""type"": ""dep"", ""label"": ""obj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 106, \""sent_id\"": \""106\"", \""head_idx\"": 1, \""dep_idx\"": 2}""]}"
INST::429062::106::106::1::очистить	INST::429062::106::106::2::файлы	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 106, \""sent_id\"": \""106\"", \""i\"": 1}""]}"
INST::429062::106::106::2::файлы	LEM::файл::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::106::106::2::файлы	INST::429062::106::106::3::кеш	nmod	dep	"{""type"": ""dep"", ""label"": ""nmod"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 106, \""sent_id\"": \""106\"", \""head_idx\"": 2, \""dep_idx\"": 3}""]}"
INST::429062::106::106::2::файлы	INST::429062::106::106::3::кеш	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 106, \""sent_id\"": \""106\"", \""i\"": 2}""]}"
INST::429062::106::106::3::кеш	LEM::кеш::PROPN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::106::106::3::кеш	INST::429062::106::106::4::куки	conj	dep	"{""type"": ""dep"", ""label"": ""conj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 106, \""sent_id\"": \""106\"", \""head_idx\"": 3, \""dep_idx\"": 4}""]}"
INST::429062::106::106::3::кеш	INST::429062::106::106::4::куки	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 106, \""sent_id\"": \""106\"", \""i\"": 3}""]}"
INST::429062::106::106::4::куки	LEM::куки::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::106::106::4::куки	INST::429062::106::106::5::браузера	nmod	dep	"{""type"": ""dep"", ""label"": ""nmod"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 106, \""sent_id\"": \""106\"", \""head_idx\"": 4, \""dep_idx\"": 5}""]}"
INST::429062::106::106::4::куки	INST::429062::106::106::5::браузера	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 106, \""sent_id\"": \""106\"", \""i\"": 4}""]}"
INST::429062::106::106::5::браузера	LEM::браузер::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::107::107::1::удалить	LEM::удалить::VERB	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::107::107::1::удалить	INST::429062::107::107::1::удалить	ROOT	dep	"{""type"": ""dep"", ""label"": ""ROOT"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 107, \""sent_id\"": \""107\"", \""head_idx\"": 1, \""dep_idx\"": 1}""]}"
INST::429062::107::107::1::удалить	INST::429062::107::107::4::черновики	obj	dep	"{""type"": ""dep"", ""label"": ""obj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 107, \""sent_id\"": \""107\"", \""head_idx\"": 1, \""dep_idx\"": 4}""]}"
INST::429062::107::107::1::удалить	INST::429062::107::107::2::все	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 107, \""sent_id\"": \""107\"", \""i\"": 1}""]}"
INST::429062::107::107::2::все	LEM::весь::DET	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::107::107::2::все	INST::429062::107::107::3::существующие	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 107, \""sent_id\"": \""107\"", \""i\"": 2}""]}"
INST::429062::107::107::3::существующие	LEM::существовать::VERB	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::107::107::3::существующие	INST::429062::107::107::4::черновики	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 107, \""sent_id\"": \""107\"", \""i\"": 3}""]}"
INST::429062::107::107::4::черновики	LEM::черновик::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::107::107::4::черновики	INST::429062::107::107::2::все	det	dep	"{""type"": ""dep"", ""label"": ""det"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 107, \""sent_id\"": \""107\"", \""head_idx\"": 4, \""dep_idx\"": 2}""]}"
INST::429062::107::107::4::черновики	INST::429062::107::107::3::существующие	amod	dep	"{""type"": ""dep"", ""label"": ""amod"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 107, \""sent_id\"": \""107\"", \""head_idx\"": 4, \""dep_idx\"": 3}""]}"
INST::429062::108::108::1::заново	LEM::заново::ADV	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::108::108::1::заново	INST::429062::108::108::2::заполнить	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 108, \""sent_id\"": \""108\"", \""i\"": 1}""]}"
INST::429062::108::108::2::заполнить	LEM::заполнить::VERB	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::108::108::2::заполнить	INST::429062::108::108::1::заново	advmod	dep	"{""type"": ""dep"", ""label"": ""advmod"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 108, \""sent_id\"": \""108\"", \""head_idx\"": 2, \""dep_idx\"": 1}""]}"
INST::429062::108::108::2::заполнить	INST::429062::108::108::2::заполнить	ROOT	dep	"{""type"": ""dep"", ""label"": ""ROOT"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 108, \""sent_id\"": \""108\"", \""head_idx\"": 2, \""dep_idx\"": 2}""]}"
INST::429062::108::108::2::заполнить	INST::429062::108::108::3::заявление	obj	dep	"{""type"": ""dep"", ""label"": ""obj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 108, \""sent_id\"": \""108\"", \""head_idx\"": 2, \""dep_idx\"": 3}""]}"
INST::429062::108::108::2::заполнить	INST::429062::108::108::3::заявление	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 108, \""sent_id\"": \""108\"", \""i\"": 2}""]}"
INST::429062::108::108::3::заявление	LEM::заявление::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::109::109::1::могу	LEM::мочь::VERB	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::109::109::1::могу	INST::429062::109::109::1::могу	ROOT	dep	"{""type"": ""dep"", ""label"": ""ROOT"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 109, \""sent_id\"": \""109\"", \""head_idx\"": 1, \""dep_idx\"": 1}""]}"
INST::429062::109::109::1::могу	INST::429062::109::109::2::сохранить	xcomp	dep	"{""type"": ""dep"", ""label"": ""xcomp"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 109, \""sent_id\"": \""109\"", \""head_idx\"": 1, \""dep_idx\"": 2}""]}"
INST::429062::109::109::1::могу	INST::429062::109::109::2::сохранить	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 109, \""sent_id\"": \""109\"", \""i\"": 1}""]}"
INST::429062::109::109::1::могу	INST::429062::109::109::7::-	nsubj	dep	"{""type"": ""dep"", ""label"": ""nsubj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 109, \""sent_id\"": \""109\"", \""head_idx\"": 1, \""dep_idx\"": 7}""]}"
INST::429062::109::109::1::могу	INST::429062::109::109::8::начинает	conj	dep	"{""type"": ""dep"", ""label"": ""conj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 109, \""sent_id\"": \""109\"", \""head_idx\"": 1, \""dep_idx\"": 8}""]}"
INST::429062::109::109::2::сохранить	LEM::сохранить::VERB	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::109::109::2::сохранить	INST::429062::109::109::3::черновик	obj	dep	"{""type"": ""dep"", ""label"": ""obj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 109, \""sent_id\"": \""109\"", \""head_idx\"": 2, \""dep_idx\"": 3}""]}"
INST::429062::109::109::2::сохранить	INST::429062::109::109::3::черновик	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 109, \""sent_id\"": \""109\"", \""i\"": 2}""]}"
INST::429062::109::109::3::черновик	LEM::черновик::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::109::109::3::черновик	INST::429062::109::109::4::заявления	nmod	dep	"{""type"": ""dep"", ""label"": ""nmod"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 109, \""sent_id\"": \""109\"", \""head_idx\"": 3, \""dep_idx\"": 4}""]}"
INST::429062::109::109::3::черновик	INST::429062::109::109::4::заявления	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 109, \""sent_id\"": \""109\"", \""i\"": 3}""]}"
INST::429062::109::109::4::заявления	LEM::заявление::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::109::109::4::заявления	INST::429062::109::109::5::пропуск	nmod	dep	"{""type"": ""dep"", ""label"": ""nmod"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 109, \""sent_id\"": \""109\"", \""head_idx\"": 4, \""dep_idx\"": 5}""]}"
INST::429062::109::109::4::заявления	INST::429062::109::109::5::пропуск	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 109, \""sent_id\"": \""109\"", \""i\"": 4}""]}"
INST::429062::109::109::5::пропуск	LEM::пропуск::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::109::109::5::пропуск	INST::429062::109::109::6::грузовика	nmod	dep	"{""type"": ""dep"", ""label"": ""nmod"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 109, \""sent_id\"": \""109\"", \""head_idx\"": 5, \""dep_idx\"": 6}""]}"
INST::429062::109::109::5::пропуск	INST::429062::109::109::6::грузовика	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 109, \""sent_id\"": \""109\"", \""i\"": 5}""]}"
INST::429062::109::109::6::грузовика	LEM::грузовик::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::109::109::6::грузовика	INST::429062::109::109::7::-	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 109, \""sent_id\"": \""109\"", \""i\"": 6}""]}"
INST::429062::109::109::7::-	LEM::-::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::109::109::7::-	INST::429062::109::109::8::начинает	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 109, \""sent_id\"": \""109\"", \""i\"": 7}""]}"
INST::429062::109::109::8::начинает	LEM::начинать::VERB	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::109::109::8::начинает	INST::429062::109::109::9::скачиваться	xcomp	dep	"{""type"": ""dep"", ""label"": ""xcomp"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 109, \""sent_id\"": \""109\"", \""head_idx\"": 8, \""dep_idx\"": 9}""]}"
INST::429062::109::109::8::начинает	INST::429062::109::109::9::скачиваться	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 109, \""sent_id\"": \""109\"", \""i\"": 8}""]}"
LEM::начинать::VERB	LEM::скачиваться::VERB	xcomp	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""xcomp"", ""count"": 1, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""429062\"", \""row_idx\"": 109, \""sent_id\"": \""109\"", \""head_idx\"": 8, \""dep_idx\"": 9}]""}"
INST::429062::109::109::9::скачиваться	LEM::скачиваться::VERB	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::109::109::9::скачиваться	INST::429062::109::109::10::файл	obj	dep	"{""type"": ""dep"", ""label"": ""obj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 109, \""sent_id\"": \""109\"", \""head_idx\"": 9, \""dep_idx\"": 10}""]}"
INST::429062::109::109::9::скачиваться	INST::429062::109::109::10::файл	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 109, \""sent_id\"": \""109\"", \""i\"": 9}""]}"
INST::429062::109::109::10::файл	LEM::файл::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::109::109::10::файл	INST::429062::109::109::11::расширением	nmod	dep	"{""type"": ""dep"", ""label"": ""nmod"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 109, \""sent_id\"": \""109\"", \""head_idx\"": 10, \""dep_idx\"": 11}""]}"
INST::429062::109::109::10::файл	INST::429062::109::109::11::расширением	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 109, \""sent_id\"": \""109\"", \""i\"": 10}""]}"
INST::429062::109::109::11::расширением	LEM::расширение::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::110::110::1::Почему	LEM::почему::ADV	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::110::110::1::Почему	INST::429062::110::110::2::меня	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 110, \""sent_id\"": \""110\"", \""i\"": 1}""]}"
INST::429062::110::110::2::меня	LEM::меня::PRON	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::110::110::2::меня	INST::429062::110::110::3::скачивается	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 110, \""sent_id\"": \""110\"", \""i\"": 2}""]}"
INST::429062::110::110::3::скачивается	LEM::скачиваться::VERB	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::110::110::3::скачивается	INST::429062::110::110::1::Почему	advmod	dep	"{""type"": ""dep"", ""label"": ""advmod"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 110, \""sent_id\"": \""110\"", \""head_idx\"": 3, \""dep_idx\"": 1}""]}"
INST::429062::110::110::3::скачивается	INST::429062::110::110::2::меня	obl	dep	"{""type"": ""dep"", ""label"": ""obl"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 110, \""sent_id\"": \""110\"", \""head_idx\"": 3, \""dep_idx\"": 2}""]}"
INST::429062::110::110::3::скачивается	INST::429062::110::110::3::скачивается	ROOT	dep	"{""type"": ""dep"", ""label"": ""ROOT"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 110, \""sent_id\"": \""110\"", \""head_idx\"": 3, \""dep_idx\"": 3}""]}"
INST::429062::110::110::3::скачивается	INST::429062::110::110::4::файл	nsubj:pass	dep	"{""type"": ""dep"", ""label"": ""nsubj:pass"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 110, \""sent_id\"": \""110\"", \""head_idx\"": 3, \""dep_idx\"": 4}""]}"
INST::429062::110::110::3::скачивается	INST::429062::110::110::4::файл	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 110, \""sent_id\"": \""110\"", \""i\"": 3}""]}"
INST::429062::110::110::3::скачивается	INST::429062::110::110::7::пытаюсь	advcl	dep	"{""type"": ""dep"", ""label"": ""advcl"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 110, \""sent_id\"": \""110\"", \""head_idx\"": 3, \""dep_idx\"": 7}""]}"
INST::429062::110::110::4::файл	LEM::файл::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::110::110::4::файл	INST::429062::110::110::5::расширением	nmod	dep	"{""type"": ""dep"", ""label"": ""nmod"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 110, \""sent_id\"": \""110\"", \""head_idx\"": 4, \""dep_idx\"": 5}""]}"
INST::429062::110::110::4::файл	INST::429062::110::110::5::расширением	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 110, \""sent_id\"": \""110\"", \""i\"": 4}""]}"
INST::429062::110::110::5::расширением	LEM::расширение::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::110::110::5::расширением	INST::429062::110::110::6::я	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 110, \""sent_id\"": \""110\"", \""i\"": 5}""]}"
INST::429062::110::110::6::я	LEM::я::PRON	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::110::110::6::я	INST::429062::110::110::7::пытаюсь	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 110, \""sent_id\"": \""110\"", \""i\"": 6}""]}"
INST::429062::110::110::7::пытаюсь	LEM::пытаться::VERB	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::110::110::7::пытаюсь	INST::429062::110::110::6::я	nsubj	dep	"{""type"": ""dep"", ""label"": ""nsubj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 110, \""sent_id\"": \""110\"", \""head_idx\"": 7, \""dep_idx\"": 6}""]}"
INST::429062::110::110::7::пытаюсь	INST::429062::110::110::8::сохранить	xcomp	dep	"{""type"": ""dep"", ""label"": ""xcomp"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 110, \""sent_id\"": \""110\"", \""head_idx\"": 7, \""dep_idx\"": 8}""]}"
INST::429062::110::110::7::пытаюсь	INST::429062::110::110::8::сохранить	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 110, \""sent_id\"": \""110\"", \""i\"": 7}""]}"
LEM::пытаться::VERB	LEM::я::PRON	nsubj	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""nsubj"", ""count"": 2, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""429062\"", \""row_idx\"": 110, \""sent_id\"": \""110\"", \""head_idx\"": 7, \""dep_idx\"": 6}, {\""article_id\"": \""429062\"", \""row_idx\"": 112, \""sent_id\"": \""112\"", \""head_idx\"": 9, \""dep_idx\"": 8}]""}"
LEM::пытаться::VERB	LEM::сохранить::VERB	xcomp	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""xcomp"", ""count"": 2, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""429062\"", \""row_idx\"": 110, \""sent_id\"": \""110\"", \""head_idx\"": 7, \""dep_idx\"": 8}, {\""article_id\"": \""429062\"", \""row_idx\"": 112, \""sent_id\"": \""112\"", \""head_idx\"": 9, \""dep_idx\"": 10}]""}"
